981.0,1951.0
1747.0,27.0
1071.0,1271.0
966.0,1951.0
1126.0,1271.0
1489.0,1304.0
1759.0,48.0
1434.0,1937.0
1320.0,1286.0
1191.0,1271.0
1189.0,48.0
1209.0,1271.0
1550.0,1273.0
1095.0,1271.0
1589.0,1286.0
1295.0,1304.0
1560.0,1304.0
1386.0,1302.0
1151.0,1303.0
1345.0,1275.0
1589.0,1272.0
1503.0,1289.0
1193.0,1284.0
1414.0,33.0
1073.0,348.0
1559.0,1270.0
1404.0,1282.0
1307.0,1302.0
981.0,1932.0
1029.0,327.0
1590.0,1304.0
1451.0,39.0
1091.0,318.0
1421.0,53.0
1305.0,1275.0
1167.0,1303.0
1266.0,30.0
1228.0,1967.0
1007.0,315.0
1448.0,1979.0
896.0,315.0
980.0,1969.0
1396.0,30.0
1447.0,1305.0
1446.0,1945.0
1376.0,1287.0
1404.0,1302.0
1171.0,1293.0
1003.0,347.0
1360.0,1275.0
1171.0,1272.0
1572.0,1285.0
1529.0,1304.0
1570.0,1273.0
1081.0,1290.0
1405.0,53.0
1261.0,1305.0
988.0,1980.0
969.0,323.0
1320.0,1301.0
1512.0,1297.0
1047.0,346.0
1000.0,1986.0
1450.0,53.0
1344.0,1295.0
951.0,1950.0
1045.0,328.0
1027.0,314.0
1242.0,55.0
1334.0,1304.0
1386.0,175.0
1257.0,72.0
896.0,329.0
1215.0,47.0
1189.0,60.0
1201.0,59.0
1274.0,1305.0
1110.0,1271.0
1094.0,1303.0
1050.0,1284.0
1285.0,1304.0
1381.0,1275.0
986.0,347.0
965.0,1932.0
1422.0,1282.0
1437.0,68.0
1676.0,1995.0
1015.0,312.0
1180.0,1269.0
1073.0,339.0
1056.0,318.0
1291.0,1292.0
1276.0,1269.0
1194.0,1302.0
927.0,325.0
1209.0,1980.0
1266.0,1292.0
1537.0,1271.0
1461.0,1304.0
1231.0,63.0
1375.0,31.0
994.0,311.0
1291.0,1281.0
1141.0,1268.0
1110.0,1283.0
896.0,343.0
1045.0,313.0
1198.0,1945.0
1081.0,1303.0
1410.0,1967.0
1287.0,196.0
912.0,305.0
1437.0,53.0
1073.0,309.0
1007.0,336.0
912.0,326.0
1546.0,1305.0
1060.0,1195.0
1277.0,1281.0
1030.0,346.0
1081.0,1279.0
1366.0,53.0
1670.0,1969.0
1572.0,1303.0
1249.0,30.0
1434.0,1295.0
1474.0,1271.0
1354.0,1287.0
1126.0,1302.0
1420.0,1936.0
1742.0,48.0
946.0,1965.0
1421.0,1945.0
1265.0,1280.0
1461.0,1979.0
1403.0,1268.0
1452.0,68.0
1211.0,1302.0
976.0,310.0
1092.0,1283.0
1695.0,1959.0
1505.0,1271.0
1129.0,1283.0
1462.0,1280.0
1113.0,1302.0
1191.0,36.0
1070.0,1289.0
1733.0,340.0
1085.0,1269.0
1181.0,1302.0
1759.0,66.0
1440.0,1269.0
1017.0,347.0
1210.0,1286.0
1207.0,1967.0
1092.0,341.0
1705.0,112.0
1529.0,1284.0
996.0,1950.0
1501.0,1303.0
1435.0,30.0
1175.0,1965.0
968.0,340.0
1613.0,1848.0
1337.0,200.0
1447.0,1295.0
1439.0,1927.0
1254.0,55.0
1338.0,171.0
1654.0,1972.0
1462.0,1993.0
1440.0,1992.0
1279.0,39.0
1481.0,1282.0
1268.0,59.0
1336.0,1276.0
1681.0,1978.0
1240.0,74.0
1457.0,1272.0
1461.0,1969.0
1339.0,1286.0
1386.0,42.0
1388.0,202.0
1513.0,1280.0
1001.0,1963.0
1354.0,1302.0
1056.0,1302.0
1404.0,1986.0
1073.0,319.0
1299.0,207.0
1751.0,323.0
949.0,1986.0
1418.0,1993.0
1764.0,27.0
1240.0,39.0
1385.0,55.0
1157.0,1270.0
1521.0,1270.0
968.0,1986.0
1723.0,27.0
1217.0,64.0
1471.0,1297.0
1377.0,1303.0
1478.0,1290.0
1430.0,1993.0
1734.0,307.0
1724.0,66.0
1322.0,204.0
894.0,1811.0
1546.0,1289.0
1276.0,71.0
1320.0,1275.0
1201.0,48.0
1431.0,1280.0
1368.0,41.0
1348.0,175.0
1213.0,1990.0
1459.0,1955.0
1409.0,1954.0
1373.0,1570.0
1192.0,74.0
1186.0,1940.0
1327.0,149.0
1226.0,1301.0
1226.0,75.0
1323.0,188.0
1670.0,1988.0
1232.0,46.0
1544.0,1876.0
1302.0,1285.0
1192.0,1963.0
1447.0,1969.0
1167.0,1287.0
973.0,1893.0
986.0,326.0
1322.0,170.0
1544.0,1517.0
1366.0,72.0
1639.0,1957.0
1655.0,1995.0
1351.0,203.0
1203.0,73.0
1295.0,1273.0
1432.0,1985.0
1409.0,1903.0
1405.0,1975.0
1437.0,39.0
1347.0,190.0
1371.0,173.0
1134.0,1295.0
1255.0,178.0
1315.0,192.0
1449.0,1992.0
1214.0,31.0
1281.0,1293.0
1429.0,1304.0
934.0,357.0
1227.0,1981.0
1554.0,1283.0
932.0,302.0
1439.0,1968.0
1372.0,203.0
888.0,357.0
1550.0,1294.0
916.0,1737.0
1460.0,1903.0
1658.0,1935.0
888.0,301.0
1176.0,1282.0
1293.0,183.0
1573.0,1951.0
1258.0,45.0
1404.0,71.0
1150.0,1281.0
1424.0,40.0
1002.0,1922.0
1186.0,1950.0
967.0,1969.0
944.0,1920.0
1056.0,341.0
1423.0,1968.0
1584.0,1207.0
1682.0,1935.0
1448.0,1281.0
1461.0,1292.0
997.0,1970.0
1222.0,33.0
886.0,327.0
1053.0,1269.0
926.0,306.0
1263.0,199.0
976.0,1986.0
1199.0,1974.0
1551.0,114.0
1149.0,1294.0
1065.0,119.0
1648.0,1917.0
1402.0,41.0
1003.0,324.0
895.0,159.0
1215.0,1944.0
1333.0,1290.0
1673.0,1214.0
1016.0,326.0
1056.0,1290.0
1432.0,1970.0
1297.0,116.0
1338.0,187.0
1422.0,68.0
1575.0,113.0
1652.0,1986.0
1231.0,1991.0
1528.0,1296.0
1496.0,114.0
1504.0,143.0
1546.0,1282.0
1167.0,1281.0
1278.0,163.0
1289.0,171.0
1320.0,1267.0
1261.0,167.0
1277.0,201.0
1561.0,1284.0
1393.0,1589.0
1515.0,1289.0
1127.0,1292.0
1544.0,1491.0
1361.0,108.0
1356.0,175.0
1702.0,312.0
1576.0,1773.0
1685.0,965.0
886.0,332.0
1136.0,1288.0
1201.0,38.0
1423.0,114.0
1096.0,1151.0
1329.0,175.0
1217.0,1964.0
1233.0,1927.0
1210.0,1897.0
984.0,338.0
1677.0,1125.0
1409.0,72.0
1660.0,1985.0
1448.0,1286.0
1086.0,80.0
1173.0,1919.0
1226.0,1938.0
1372.0,194.0
964.0,1960.0
1225.0,1309.0
1473.0,1280.0
1694.0,112.0
1273.0,1179.0
959.0,120.0
1656.0,113.0
1273.0,163.0
1181.0,1282.0
1414.0,71.0
1744.0,292.0
1073.0,80.0
1256.0,193.0
886.0,342.0
1684.0,1940.0
1486.0,1924.0
1199.0,1990.0
999.0,715.0
988.0,1963.0
1682.0,327.0
1200.0,1896.0
886.0,317.0
1669.0,1979.0
1223.0,1902.0
1461.0,1285.0
1061.0,339.0
1687.0,1915.0
1663.0,1900.0
1173.0,1914.0
1232.0,1912.0
1205.0,1896.0
1295.0,1407.0
1649.0,1912.0
1335.0,1895.0
1728.0,104.0
885.0,312.0
1503.0,1281.0
996.0,1925.0
1664.0,113.0
1194.0,1897.0
945.0,120.0
1022.0,232.0
1174.0,1927.0
1264.0,72.0
970.0,231.0
1680.0,1903.0
1432.0,115.0
989.0,1969.0
1071.0,1280.0
1736.0,112.0
875.0,624.0
927.0,120.0
1239.0,1951.0
1423.0,1302.0
1687.0,1920.0
1416.0,1985.0
920.0,400.0
1725.0,81.0
1232.0,1932.0
1233.0,1919.0
1151.0,566.0
1174.0,1972.0
1003.0,329.0
1767.0,168.0
1109.0,1928.0
1245.0,1192.0
1241.0,1872.0
891.0,888.0
988.0,1908.0
1011.0,325.0
1182.0,1977.0
894.0,1822.0
1255.0,188.0
862.0,344.0
1322.0,175.0
1360.0,1875.0
